last_window_sale_amount,shop_code,class_code,date,time,total_sale_amount,last_hour_sale_amount,total_pass_rate,last_hour_pass_rate,rest_inventory,prom,discount,
5.78,100001001,0401,2018-08-17,16,28,1,0.814113597,0.022375215,21,1,7.9,
6.32,100001001,0401,2018-08-17,17,29,1,0.837062536,0.022948939,20,1,7.9,
33.45,100001001,0401,2018-08-17,18,35,6,0.871485944,0.034423408,14,1,6.9,
16,100001001,0401,2018-08-17,19,37,2,0.901893287,0.030407344,12,1,6.9,
18.5,100001001,0401,2018-08-17,20,39,2,0.934595525,0.032702238,10,1,6.9,
0,100001001,0401,2018-08-17,21,39,0,0.950659782,0.016064257,10,1,4.9,
6.08,100001001,0401,2018-08-17,22,41,2,0.975903614,0.025243832,8,1,4.9,
165.1,100001001,0401,2018-08-20,13,22,18,0.67304538,0.178786222,40,1,8.9,
25.8,100001001,0401,2018-08-20,14,25,3,0.745762712,0.072717332,37,1,8.9,
20.37,100001001,0401,2018-08-20,15,27,2,0.776380536,0.030617824,35,1,7.9,
18.7,100001001,0401,2018-08-20,16,30,3,0.796610169,0.020229634,31,1,6.9,
13.78,100001001,0401,2018-08-20,17,32,2,0.823400765,0.026790596,29,1,6.9,
29.1,100001001,0401,2018-08-20,18,37,5,0.849644615,0.026243849,25,1,6.9,
32.86,100001001,0401,2018-08-20,19,42,5,0.899398578,0.049753964,20,1,6.9,
6.76,100001001,0401,2018-08-20,20,43,1,0.93384363,0.034445052,19,1,6.9,
5.78,100001001,0401,2018-08-20,21,44,1,0.95297977,0.01913614,18,1,4.9,
23.76,100001001,0401,2018-08-20,22,50,6,0.974302898,0.021323127,12,1,4.9,
67.6,100001001,0401,2018-08-21,13,25,8,0.666120219,0.15136612,30,1,8.9,
0,100001001,0401,2018-08-21,14,25,0,0.731693989,0.06557377,30,1,8.9,
23.66,100001001,0401,2018-08-21,15,28,3,0.768306011,0.036612022,27,1,7.9,
24.71,100001001,0401,2018-08-21,16,32,4,0.794535519,0.026229508,23,1,6.9,
33.86,100001001,0401,2018-08-21,17,37,5,0.818032787,0.023497268,18,0,,
20.3,100001001,0401,2018-08-21,18,39,2,0.846448087,0.028415301,16,1,8.9,
14.36,100001001,0401,2018-08-21,19,41,2,0.893989071,0.047540984,14,1,8.9,
7.12,100001001,0401,2018-08-21,20,42,1,0.921857923,0.027868852,13,1,8.9,
0,100001001,0401,2018-08-21,21,42,0,0.940983607,0.019125683,13,1,4.9,
10.5,100001001,0401,2018-08-21,22,43,1,0.961202186,0.020218579,12,1,4.9,
76.4,100001001,0401,2018-08-22,13,22,9,0.681564246,0.186592179,38,1,8.9,
0,100001001,0401,2018-08-22,14,22,0,0.74972067,0.068156425,38,1,8.9,
9.34,100001001,0401,2018-08-22,15,23,1,0.775977654,0.026256983,37,1,6.9,
21.24,100001001,0401,2018-08-22,16,27,4,0.802793296,0.026815642,33,1,6.9,
4.8,100001001,0401,2018-08-22,17,28,1,0.824022346,0.02122905,32,1,6.9,
23.76,100001001,0401,2018-08-22,18,32,4,0.858659218,0.034636872,28,1,6.9,
17.23,100001001,0401,2018-08-22,19,35,3,0.905027933,0.046368715,25,1,6.9,
5.19,100001001,0401,2018-08-22,20,36,1,0.930726257,0.025698324,24,1,6.9,
0,100001001,0401,2018-08-22,21,36,0,0.953072626,0.022346369,24,1,4.9,
30.12,100001001,0401,2018-08-22,22,42,6,0.976536313,0.023463687,18,1,4.9,
93.1,100001001,0401,2018-08-23,13,25,10,0.690294438,0.183751363,36,1,8.9,
22.3,100001001,0401,2018-08-23,14,27,2,0.752453653,0.062159215,34,1,8.9,
18.59,100001001,0401,2018-08-23,15,29,2,0.778625954,0.026172301,32,1,7.9,
6.32,100001001,0401,2018-08-23,16,30,1,0.809160305,0.030534351,31,1,6.9,
5.78,100001001,0401,2018-08-23,17,31,1,0.831515812,0.022355507,30,1,6.9,
16.56,100001001,0401,2018-08-23,18,34,3,0.860414395,0.028898582,27,1,6.9,
0,100001001,0401,2018-08-23,21,42,0,0.956379498,0.023991276,19,1,4.9,
9.06,100001001,0401,2018-08-23,22,44,2,0.980916031,0.024536532,17,1,4.9,
80,100001001,0401,2018-08-24,13,17,9,0.662629758,0.166089965,44,1,7.9,
31.77,100001001,0401,2018-08-24,14,21,4,0.723760092,0.061130334,40,1,7.9,
16.03,100001001,0401,2018-08-24,15,23,2,0.764705882,0.04094579,38,1,6.9,
8.62,100001001,0401,2018-08-24,16,25,2,0.790080738,0.025374856,36,1,6.9,
6.76,100001001,0401,2018-08-24,17,26,1,0.826989619,0.036908881,35,1,6.9,
11.04,100001001,0401,2018-08-24,18,28,2,0.866782007,0.039792388,33,1,6.9,
20.94,100001001,0401,2018-08-24,19,32,4,0.904844291,0.038062284,29,1,6.9,
33.86,100001001,0401,2018-08-24,20,38,6,0.934832757,0.029988466,23,1,6.9,
0,100001001,0401,2018-08-24,21,38,0,0.951557093,0.016724337,23,1,4.9,
3.92,100001001,0401,2018-08-24,22,39,1,0.974048443,0.022491349,22,1,4.9,
